ActivityNumber,ActivityName,SeasonName,Status,CategoryName,Community Center,NumberEnrolled,BeginningDate,EndingDate,StartingTime,EndingTime,Minimum Age,Maximum Age,Day(s),NumberOfHours,NumberOfDates,Fee
214.2.0624,Piano Keyboard Semi Private (Intermediate),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,4,2013-09-14T00:00:00,2013-11-02T00:00:00,12:05:00,12:50:00,6,12,Sa,6,8,173
214.2.0643,Piano Keyboard Semi-Private (Intermediate),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,3,2013-11-16T00:00:00,2013-12-21T00:00:00,11:15:00,12:00:00,6,12,Sa,3.75,5,107
214.2.0626,Piano Mozart Masters,Fall 2013,Cancelled,Music & Theater Arts,Evergreen Community Center,0,2013-09-14T00:00:00,2013-11-02T00:00:00,09:35:00,10:20:00,4,5,Sa,0,0,122
214.2.0646,Piano Mozart Masters,Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,6,2013-11-16T00:00:00,2013-12-21T00:00:00,09:35:00,10:20:00,4,5,Sa,3.75,5,75
231.2.0606,Guitar (Intermediate),Fall 2013,Cancelled,Music & Theater Arts,Seven Trees Community Center,0,2013-09-12T00:00:00,2013-10-31T00:00:00,16:50:00,17:35:00,6,12,Th,0,0,97
231.2.0616,Guitar (Intermediate),Fall 2013,Cancelled,Music & Theater Arts,Seven Trees Community Center,0,2013-11-14T00:00:00,2013-12-12T00:00:00,16:50:00,17:35:00,6,12,Th,0,0,48
231.2.0605,Guitar for Beginners,Fall 2013,Closed,Music & Theater Arts,Seven Trees Community Center,6,2013-09-12T00:00:00,2013-10-31T00:00:00,16:00:00,16:45:00,6,12,Th,6,8,97
231.2.0615,Guitar for Beginners,Fall 2013,Closed,Music & Theater Arts,Seven Trees Community Center,6,2013-11-14T00:00:00,2013-12-12T00:00:00,16:00:00,16:45:00,6,12,Th,3,4,48
231.2.0601,Piano Keyboard (Beginner),Fall 2013,Closed,Music & Theater Arts,Seven Trees Community Center,8,2013-09-10T00:00:00,2013-10-29T00:00:00,16:00:00,16:45:00,6,12,Tu,6,8,97
231.2.0611,Piano Keyboard (Beginner),Fall 2013,Closed,Music & Theater Arts,Seven Trees Community Center,7,2013-11-12T00:00:00,2013-12-10T00:00:00,16:00:00,16:45:00,6,12,Tu,3.75,5,59
231.2.0602,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Seven Trees Community Center,8,2013-09-10T00:00:00,2013-10-29T00:00:00,16:50:00,17:35:00,6,12,Tu,6,8,97
231.2.0603,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Seven Trees Community Center,8,2013-09-10T00:00:00,2013-10-29T00:00:00,17:40:00,18:25:00,6,12,Tu,6,8,97
231.2.0612,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Seven Trees Community Center,8,2013-11-12T00:00:00,2013-12-10T00:00:00,16:50:00,17:35:00,6,12,Tu,3.75,5,59
231.2.0613,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Seven Trees Community Center,8,2013-11-12T00:00:00,2013-12-10T00:00:00,17:40:00,18:25:00,6,12,Tu,3.75,5,59
216.2.0603,Piano Keyboard (Beginner),Fall 2013,Closed,Music & Theater Arts,Southside Community Center,8,2013-09-09T00:00:00,2013-10-28T00:00:00,15:30:00,16:15:00,6,12,M,5.25,7,108
216.2.0604,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Southside Community Center,8,2013-09-09T00:00:00,2013-10-28T00:00:00,16:20:00,17:05:00,6,12,M,5.25,7,108
216.2.0605,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Southside Community Center,8,2013-09-09T00:00:00,2013-10-28T00:00:00,17:10:00,17:55:00,6,12,M,5.25,7,108
216.2.0606,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Southside Community Center,8,2013-09-09T00:00:00,2013-10-28T00:00:00,18:00:00,18:45:00,6,12,M,5.25,7,108
216.2.0608,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Southside Community Center,7,2013-11-18T00:00:00,2013-12-16T00:00:00,15:30:00,16:15:00,6,12,M,3.75,5,75
216.2.0609,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Southside Community Center,7,2013-11-18T00:00:00,2013-12-16T00:00:00,16:20:00,17:05:00,6,12,M,3.75,5,75
216.2.0610,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Southside Community Center,8,2013-11-18T00:00:00,2013-12-16T00:00:00,17:10:00,17:55:00,6,12,M,3.75,5,75
216.2.0607,Piano Keyboard Semi-Private (Intermediate),Fall 2013,Closed,Music & Theater Arts,Southside Community Center,4,2013-09-09T00:00:00,2013-10-28T00:00:00,18:50:00,19:35:00,6,12,M,5.25,7,152
216.2.0611,Piano Keyboard Semi-Private (Intermediate),Fall 2013,Closed,Music & Theater Arts,Southside Community Center,4,2013-11-18T00:00:00,2013-12-16T00:00:00,18:00:00,18:45:00,6,12,M,3.75,5,107
233.2.0632,Fairy Tale Theatre,Fall 2013,Cancelled,Music & Theater Arts,Willow Glen Community Center,0,2013-09-28T00:00:00,2013-10-19T00:00:00,10:00:00,11:00:00,4,5,Sa,4,4,62
233.2.0600,Piano Beethoven Beginners,Fall 2013,Closed,Music & Theater Arts,Willow Glen Community Center,4,2013-09-14T00:00:00,2013-12-14T00:00:00,09:00:00,09:45:00,4,5,Sa,9,12,179
233.2.0602,Piano Keyboard (Beginner),Fall 2013,Closed,Music & Theater Arts,Willow Glen Community Center,2,2013-09-14T00:00:00,2013-12-14T00:00:00,11:30:00,12:15:00,6,12,Sa,9,12,179
233.2.0613,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Willow Glen Community Center,6,2013-09-14T00:00:00,2013-12-14T00:00:00,10:40:00,11:25:00,6,12,Sa,9,12,179
233.2.0622,Piano Mozart Masters,Fall 2013,Closed,Music & Theater Arts,Willow Glen Community Center,2,2013-09-14T00:00:00,2013-12-14T00:00:00,09:50:00,10:35:00,4,5,Sa,9,12,179
233.2.0630,Willow Glen Children's Theatre-WGCT,Fall 2013,Closed,Music & Theater Arts,Willow Glen Community Center,37,2013-09-28T00:00:00,2013-12-07T00:00:00,10:00:00,12:00:00,6,17,Sa,28,14,156
252.2.0701,Dog Obedience,Fall 2013,Closed,Specialty,Almaden Community Center,9,2013-09-16T00:00:00,2013-10-28T00:00:00,18:30:00,19:30:00,12,0,M,6,6,69
252.2.0702,Dog Obedience,Fall 2013,Closed,Specialty,Almaden Community Center,7,2013-11-04T00:00:00,2013-12-16T00:00:00,18:30:00,19:30:00,12,0,M,6,6,69
353.2.0702,Beginning Fishing(Catch and Release),Fall 2013,Closed,Specialty,Almaden Lake Park,6,2013-09-21T00:00:00,2013-11-02T00:00:00,08:30:00,10:00:00,7,15,Sa,10.5,7,87
353.2.0701,Dog Obedience,Fall 2013,Cancelled,Specialty,Almaden Lake Park,0,2013-09-18T00:00:00,2013-09-18T00:00:00,18:30:00,19:30:00,12,0,W,1,1,69
296.2.0701,Lil Chefs,Fall 2013,Cancelled,Specialty,Bascom Community Center,0,2013-09-19T00:00:00,2013-11-07T00:00:00,17:00:00,18:00:00,7,12,Th,0,0,83
382.2.0710,Dog Obedience,Fall 2013,Closed,Specialty,Camden Community Center,7,2013-09-17T00:00:00,2013-10-22T00:00:00,18:30:00,19:30:00,12,99,Tu,6,6,65
420.2.0700,Animal Adventures,Fall 2013,Closed,Specialty,Emma Prusch Farm Park,0,2013-11-16T00:00:00,2013-11-16T00:00:00,10:00:00,11:00:00,3,99,Sa,1,1,12
420.2.0702,Cheese Making Class,Fall 2013,Closed,Specialty,Emma Prusch Farm Park,1,2013-09-21T00:00:00,2013-09-21T00:00:00,09:30:00,11:00:00,5,100,Sa,1.5,1,27
420.2.0704,Farm Tour,Fall 2013,Closed,Specialty,Emma Prusch Farm Park,0,2013-10-26T00:00:00,2013-10-26T00:00:00,11:00:00,12:00:00,3,99,Sa,1,1,10
420.2.0705,Feed the Farm Animals,Fall 2013,Closed,Specialty,Emma Prusch Farm Park,4,2013-09-14T00:00:00,2013-09-14T00:00:00,09:00:00,10:00:00,3,99,Sa,1,1,10
420.2.0706,Feed the Farm Animals,Fall 2013,Closed,Specialty,Emma Prusch Farm Park,0,2013-10-12T00:00:00,2013-10-12T00:00:00,09:00:00,10:00:00,3,99,Sa,1,1,10
420.2.0707,Feed the Farm Animals,Fall 2013,Closed,Specialty,Emma Prusch Farm Park,1,2013-11-02T00:00:00,2013-11-02T00:00:00,09:00:00,10:00:00,3,99,Sa,1,1,10
420.2.0708,Feed the Farm Animals,Fall 2013,Closed,Specialty,Emma Prusch Farm Park,1,2013-12-14T00:00:00,2013-12-14T00:00:00,09:00:00,10:00:00,3,99,Sa,1,1,10
420.2.0709,Feed the Farm Animals,Fall 2013,Closed,Specialty,Emma Prusch Farm Park,4,2014-01-04T00:00:00,2014-01-04T00:00:00,09:00:00,10:00:00,3,99,Sa,1,1,10
420.2.0710,Holiday Cookie Class,Fall 2013,Closed,Specialty,Emma Prusch Farm Park,0,2013-12-07T00:00:00,2013-12-07T00:00:00,10:00:00,12:00:00,5,100,Sa,2,1,28
420.2.0711,Pizza A La Prusch,Fall 2013,Closed,Specialty,Emma Prusch Farm Park,0,2013-10-19T00:00:00,2013-10-19T00:00:00,10:00:00,12:00:00,5,100,Sa,2,1,28
420.3.0740,Saturday Holiday Adventure at the Farm,Fall 2013,Closed,Specialty,Emma Prusch Farm Park,5,2013-12-07T00:00:00,2013-12-07T00:00:00,10:00:00,16:00:00,5,13,Sa,6,1,35
420.3.0741,Saturday Holiday Adventure at the Farm,Fall 2013,Closed,Specialty,Emma Prusch Farm Park,6,2013-12-14T00:00:00,2013-12-14T00:00:00,10:00:00,16:00:00,5,13,Sa,6,1,35
233.2.0700,Antiques: Through the Eyes of a Collector,Fall 2013,Closed,Specialty,Willow Glen Community Center,17,2013-09-12T00:00:00,2013-10-17T00:00:00,10:00:00,12:00:00,18,0,Th,12,6,102
233.2.0701,Antiques: Through the Eyes of a Collector,Fall 2013,Closed,Specialty,Willow Glen Community Center,18,2013-09-12T00:00:00,2013-10-17T00:00:00,13:00:00,15:00:00,18,0,Th,12,6,102
252.2.0235,Badminton - Adult Open Play (Session 1),Fall 2013,Closed,Sports,Almaden Community Center,14,2013-09-10T00:00:00,2013-10-08T00:00:00,19:00:00,21:00:00,16,0,Tu,10,5,25
252.2.0236,Badminton - Adult Open Play (Session 2),Fall 2013,Closed,Sports,Almaden Community Center,14,2013-10-15T00:00:00,2013-11-12T00:00:00,19:00:00,21:00:00,16,0,Tu,10,5,25
252.2.0237,Badminton - Adult Open Play (Session 3),Fall 2013,Closed,Sports,Almaden Community Center,14,2013-11-19T00:00:00,2013-12-10T00:00:00,19:00:00,21:00:00,16,0,Tu,8,4,20
252.2.0239,Badminton: Beginner,Fall 2013,Cancelled,Sports,Almaden Community Center,0,2013-09-03T00:00:00,2013-10-08T00:00:00,16:45:00,17:45:00,13,18,Tu,0,0,42
252.2.0246,Badminton: Beginner,Fall 2013,Cancelled,Sports,Almaden Community Center,0,2013-09-03T00:00:00,2013-10-08T00:00:00,18:00:00,19:00:00,17,0,Tu,0,0,42
252.2.0247,Badminton: Beginner,Fall 2013,Closed,Sports,Almaden Community Center,9,2013-10-15T00:00:00,2013-11-19T00:00:00,18:00:00,19:00:00,17,0,Tu,6,6,42
252.2.0248,Badminton: Beginner,Fall 2013,Cancelled,Sports,Almaden Community Center,0,2013-10-15T00:00:00,2013-11-19T00:00:00,16:45:00,17:45:00,13,0,Tu,0,0,42
252.2.0841,First Touch Futsal,Fall 2013,Cancelled,Sports,Almaden Community Center,0,2013-09-12T00:00:00,2013-10-31T00:00:00,15:35:00,16:10:00,3,5,Th,0,0,121
252.2.0844,First Touch Futsal,Fall 2013,Closed,Sports,Almaden Community Center,3,2013-11-07T00:00:00,2013-12-19T00:00:00,15:35:00,16:10:00,3,5,Th,3.5,6,93
252.2.0842,Futsal Level 1,Fall 2013,Closed,Sports,Almaden Community Center,7,2013-09-12T00:00:00,2013-10-31T00:00:00,16:10:00,17:00:00,5,6,Th,6.6669999999999998152588887023739516735076904296875,8,121
252.2.0845,Futsal Level 1,Fall 2013,Closed,Sports,Almaden Community Center,20,2013-11-07T00:00:00,2013-12-19T00:00:00,16:10:00,17:00:00,5,6,Th,5,6,93
252.2.0843,Futsal Level 2/3,Fall 2013,Closed,Sports,Almaden Community Center,9,2013-09-12T00:00:00,2013-10-31T00:00:00,17:00:00,18:00:00,7,12,Th,8,8,121
252.2.0846,Futsal Level 2/3,Fall 2013,Closed,Sports,Almaden Community Center,19,2013-11-07T00:00:00,2013-12-19T00:00:00,17:00:00,18:00:00,7,12,Th,6,6,93
252.2.0233,Gym Stars,Fall 2013,Closed,Sports,Almaden Community Center,9,2013-09-12T00:00:00,2013-10-31T00:00:00,17:00:00,17:55:00,7,12,Th,7.3330000000000001847411112976260483264923095703125,8,97
252.2.0234,Gym Stars,Fall 2013,Closed,Sports,Almaden Community Center,12,2013-11-14T00:00:00,2013-12-19T00:00:00,16:30:00,17:25:00,7,12,Th,4.5830000000000001847411112976260483264923095703125,5,47
252.2.0225,Mini Gym Stars,Fall 2013,Closed,Sports,Almaden Community Center,4,2013-09-12T00:00:00,2013-10-31T00:00:00,12:00:00,12:55:00,3,6,Th,7.3330000000000001847411112976260483264923095703125,8,97
252.2.0228,Mini Gym Stars,Fall 2013,Cancelled,Sports,Almaden Community Center,0,2013-11-14T00:00:00,2013-12-19T00:00:00,12:00:00,12:55:00,3,6,Th,0,0,59
252.2.0275,San Jose Athletics Youth Basketball Series,Fall 2013,Closed,Sports,Almaden Community Center,34,2013-09-09T00:00:00,2013-11-04T00:00:00,17:00:00,18:00:00,7,9,M,8,8,81
252.2.0278,San Jose Athletics Youth Basketball Series,Fall 2013,Closed,Sports,Almaden Community Center,29,2013-09-11T00:00:00,2013-10-30T00:00:00,17:00:00,18:00:00,10,13,W,8,8,81
252.2.0862,Skyhawks Baseball,Fall 2013,Closed,Sports,Almaden Community Center,5,2013-09-16T00:00:00,2013-10-28T00:00:00,16:45:00,17:30:00,7,12,M,4.5,6,94
252.2.0860,Skyhawks Beginning Golf,Fall 2013,Cancelled,Sports,Almaden Community Center,0,2013-09-21T00:00:00,2013-10-26T00:00:00,11:00:00,11:45:00,7,12,Sa,0,0,94
252.2.0861,Skyhawks Mini-Hawk,Fall 2013,Closed,Sports,Almaden Community Center,6,2013-09-16T00:00:00,2013-10-28T00:00:00,15:45:00,16:30:00,4,7,M,4.5,6,94
252.2.0809,Soccer 1,Fall 2013,Closed,Sports,Almaden Community Center,10,2013-09-10T00:00:00,2013-10-29T00:00:00,15:45:00,16:30:00,5,6,Tu,6,8,102
252.2.0811,Soccer 1,Fall 2013,Closed,Sports,Almaden Community Center,13,2013-09-12T00:00:00,2013-11-07T00:00:00,15:45:00,16:30:00,5,6,Th,6,8,102
252.2.0818,Soccer 1,Fall 2013,Closed,Sports,Almaden Community Center,19,2013-09-21T00:00:00,2013-11-16T00:00:00,15:10:00,15:55:00,5,6,Sa,6,8,102
252.2.0822,Soccer 1 (Indoor),Fall 2013,Closed,Sports,Almaden Community Center,24,2013-12-04T00:00:00,2014-01-22T00:00:00,15:45:00,16:30:00,5,6,W,4.5,6,79
252.2.0852,Soccer 1 (Indoor),Fall 2013,Closed,Sports,Almaden Community Center,22,2013-12-06T00:00:00,2014-01-17T00:00:00,15:45:00,16:30:00,5,6,F,4.5,6,79
252.2.0810,"Soccer, Mommy/Daddy & Me",Fall 2013,Closed,Sports,Almaden Community Center,2,2013-09-10T00:00:00,2013-10-29T00:00:00,16:40:00,17:10:00,2,3,Tu,4,8,102
252.2.0815,"Soccer, Mommy/Daddy & Me",Fall 2013,Closed,Sports,Almaden Community Center,19,2013-09-21T00:00:00,2013-11-16T00:00:00,11:15:00,11:45:00,2,3,Sa,4,8,102
252.2.0816,"Soccer, Mommy/Daddy & Me",Fall 2013,Closed,Sports,Almaden Community Center,7,2013-09-21T00:00:00,2013-11-16T00:00:00,11:50:00,12:20:00,2,3,Sa,4,8,102
252.2.0853,"Soccer, Mommy/Daddy & Me ( Indoor)",Fall 2013,Cancelled,Sports,Almaden Community Center,1,2013-12-06T00:00:00,2014-01-17T00:00:00,14:00:00,14:30:00,2,3,F,0,0,79
252.2.0813,"Soccer, Pre-Soccer",Fall 2013,Closed,Sports,Almaden Community Center,17,2013-09-12T00:00:00,2013-10-17T00:00:00,17:25:00,18:00:00,4,5,Th,3.5,6,79
252.2.0819,"Soccer, Pre-Soccer",Fall 2013,Closed,Sports,Almaden Community Center,11,2013-09-21T00:00:00,2013-11-16T00:00:00,16:00:00,16:35:00,4,5,Sa,4.6669999999999998152588887023739516735076904296875,8,102
252.2.0821,"Soccer, Pre-Soccer (Indoor)",Fall 2013,Closed,Sports,Almaden Community Center,9,2013-12-04T00:00:00,2014-01-22T00:00:00,15:05:00,15:40:00,4,5,W,3.5,6,79
252.2.0851,"Soccer, Pre-Soccer (Indoor)",Fall 2013,Closed,Sports,Almaden Community Center,12,2013-12-06T00:00:00,2014-01-17T00:00:00,15:10:00,15:45:00,4,5,F,3.5,6,79
252.2.0812,"Soccer, Skillz & Scrimmages",Fall 2013,Closed,Sports,Almaden Community Center,11,2013-09-12T00:00:00,2013-11-07T00:00:00,16:35:00,17:20:00,7,10,Th,6,8,114
252.2.0817,"Soccer, Skillz & Scrimmages",Fall 2013,Closed,Sports,Almaden Community Center,12,2013-09-21T00:00:00,2013-11-16T00:00:00,14:20:00,15:05:00,7,10,Sa,6,8,114
252.2.0823,"Soccer, Skillz & Scrimmages (Indoor)",Fall 2013,Closed,Sports,Almaden Community Center,24,2013-12-04T00:00:00,2014-01-22T00:00:00,16:35:00,17:20:00,7,10,W,4.5,6,88
252.2.0814,"Soccer, Tot",Fall 2013,Closed,Sports,Almaden Community Center,12,2013-09-12T00:00:00,2013-10-17T00:00:00,18:05:00,18:35:00,3,4,Th,3,6,79
252.2.0820,"Soccer, Tot",Fall 2013,Closed,Sports,Almaden Community Center,9,2013-09-21T00:00:00,2013-11-16T00:00:00,16:40:00,17:10:00,3,4,Sa,4,8,102
252.2.0831,"Soccer, Tot (Indoor)",Fall 2013,Closed,Sports,Almaden Community Center,5,2013-12-04T00:00:00,2014-01-22T00:00:00,17:25:00,17:55:00,3,4,W,3,6,79
252.2.0850,"Soccer, Tot (Indoor)",Fall 2013,Closed,Sports,Almaden Community Center,4,2013-12-06T00:00:00,2014-01-17T00:00:00,14:40:00,15:10:00,3,4,F,3,6,79
252.2.0808,"Soccer, Tot/ Pre",Fall 2013,Closed,Sports,Almaden Community Center,16,2013-09-10T00:00:00,2013-10-29T00:00:00,15:10:00,15:45:00,3,5,Tu,4.6669999999999998152588887023739516735076904296875,8,102
252.2.0828,Tennis - Mini,Fall 2013,Closed,Sports,Almaden Community Center,9,2013-09-14T00:00:00,2013-11-02T00:00:00,09:00:00,09:45:00,4,6,Sa,6,8,132
252.2.0829,Tennis - Ralleyball 1,Fall 2013,Closed,Sports,Almaden Community Center,11,2013-09-14T00:00:00,2013-11-02T00:00:00,10:00:00,10:55:00,7,10,Sa,7.3330000000000001847411112976260483264923095703125,8,132
252.2.0830,Tennis - Ralleyball 2,Fall 2013,Closed,Sports,Almaden Community Center,6,2013-09-14T00:00:00,2013-11-02T00:00:00,11:00:00,11:55:00,8,11,Sa,7.3330000000000001847411112976260483264923095703125,8,132
252.2.0824,"Tennis, Adult",Fall 2013,Closed,Sports,Almaden Community Center,7,2013-09-21T00:00:00,2013-11-16T00:00:00,08:00:00,09:00:00,16,0,Sa,8,8,79
252.2.0825,"Tennis, Beginning",Fall 2013,Closed,Sports,Almaden Community Center,14,2013-09-21T00:00:00,2013-11-16T00:00:00,09:00:00,10:00:00,7,14,Sa,8,8,79
252.2.0826,"Tennis, Beginning",Fall 2013,Closed,Sports,Almaden Community Center,14,2013-09-21T00:00:00,2013-11-16T00:00:00,10:00:00,11:00:00,7,14,Sa,8,8,79
252.2.0827,"Tennis, Intermediate",Fall 2013,Closed,Sports,Almaden Community Center,6,2013-09-21T00:00:00,2013-11-16T00:00:00,15:00:00,16:00:00,8,14,Sa,8,8,79
353.2.0805,Skyhawks Beach Volleyball,Fall 2013,Cancelled,Sports,Almaden Lake Park,0,2013-09-21T00:00:00,2013-10-26T00:00:00,09:45:00,10:30:00,8,12,Sa,0,0,94
353.2.0806,Skyhawks Beach Volleyball,Fall 2013,Cancelled,Sports,Almaden Lake Park,0,2013-09-25T00:00:00,2013-10-30T00:00:00,16:00:00,16:45:00,8,12,W,0,0,94
353.2.0804,"Soccer, Mommy/Daddy & Me",Fall 2013,Cancelled,Sports,Almaden Lake Park,0,2013-09-19T00:00:00,2013-11-14T00:00:00,11:10:00,11:40:00,2,3,Th,0,0,102
353.2.0803,"Soccer, Pre-Soccer",Fall 2013,Closed,Sports,Almaden Lake Park,8,2013-09-19T00:00:00,2013-11-14T00:00:00,10:25:00,11:00:00,4,5,Th,4.6669999999999998152588887023739516735076904296875,8,102
353.2.0802,"Soccer, Tot",Fall 2013,Closed,Sports,Almaden Lake Park,5,2013-09-19T00:00:00,2013-11-14T00:00:00,09:50:00,10:20:00,3,4,Th,4.5,9,102
296.2.0895,Futsal Level #3,Fall 2013,Closed,Sports,Bascom Community Center,15,2013-11-18T00:00:00,2013-12-23T00:00:00,17:00:00,18:00:00,9,12,M,6,6,93
296.2.0203,Gym Stars,Fall 2013,Cancelled,Sports,Bascom Community Center,0,2013-09-11T00:00:00,2013-10-30T00:00:00,16:00:00,16:55:00,7,12,W,0,0,97
296.2.0213,Gym Stars,Fall 2013,Cancelled,Sports,Bascom Community Center,0,2013-11-13T00:00:00,2013-12-18T00:00:00,16:00:00,16:55:00,7,12,W,0,0,75
296.2.0805,Skyhawks Basketball,Fall 2013,Closed,Sports,Bascom Community Center,6,2013-09-21T00:00:00,2013-10-26T00:00:00,09:00:00,09:45:00,7,12,Sa,4.5,6,94
296.2.0801,Soccer 1- Indoor,Fall 2013,Closed,Sports,Bascom Community Center,6,2013-11-07T00:00:00,2013-12-19T00:00:00,16:15:00,17:00:00,5,6,Th,4.5,6,79
296.2.0813,"Soccer, Mommy/Daddy & Me",Fall 2013,Closed,Sports,Bascom Community Center,7,2013-09-17T00:00:00,2013-10-22T00:00:00,09:30:00,10:00:00,2,3,Tu,3,6,79
296.2.0815,"Soccer, Pre-Soccer",Fall 2013,Closed,Sports,Bascom Community Center,3,2013-09-17T00:00:00,2013-10-22T00:00:00,10:45:00,11:20:00,4,5,Tu,3.5,6,79
296.2.0802,"Soccer, Pre-Soccer- Indoor",Fall 2013,Closed,Sports,Bascom Community Center,9,2013-11-07T00:00:00,2013-12-19T00:00:00,17:05:00,17:40:00,4,5,Th,3.5,6,79
296.2.0814,"Soccer, Tot",Fall 2013,Cancelled,Sports,Bascom Community Center,0,2013-09-17T00:00:00,2013-10-22T00:00:00,10:10:00,10:40:00,3,4,Tu,0,0,79
296.2.0803,"Soccer, Tot- Indoor",Fall 2013,Closed,Sports,Bascom Community Center,7,2013-11-07T00:00:00,2013-12-19T00:00:00,17:45:00,18:15:00,3,4,Th,3,6,79
212.2.0830,Karate (Kenpo) - Level 1,Fall 2013,Closed,Sports,Berryessa Community Center,19,2013-09-09T00:00:00,2013-11-04T00:00:00,17:30:00,18:20:00,5,14,M,6.6669999999999998152588887023739516735076904296875,8,90
212.2.0831,Karate (Kenpo) - Level 2/3,Fall 2013,Closed,Sports,Berryessa Community Center,6,2013-09-09T00:00:00,2013-11-04T00:00:00,16:30:00,17:20:00,5,14,M,6.6669999999999998152588887023739516735076904296875,8,90
212.2.0800,Soccer 1,Fall 2013,Closed,Sports,Berryessa Community Center,10,2013-09-10T00:00:00,2013-10-15T00:00:00,16:25:00,17:10:00,5,6,Tu,4.5,6,79
212.2.0806,Soccer 1,Fall 2013,Closed,Sports,Berryessa Community Center,26,2013-09-21T00:00:00,2013-11-16T00:00:00,10:15:00,11:00:00,5,6,Sa,6,8,102
212.2.0807,Soccer 1,Fall 2013,Cancelled,Sports,Berryessa Community Center,0,2013-09-21T00:00:00,2013-09-21T00:00:00,11:05:00,11:50:00,5,6,Sa,0.75,1,102
212.2.0802,"Soccer, Mommy/Daddy & Me",Fall 2013,Closed,Sports,Berryessa Community Center,21,2013-09-10T00:00:00,2013-10-15T00:00:00,18:00:00,18:30:00,2,3,Tu,3,6,79
212.2.0805,"Soccer, Pre-Soccer",Fall 2013,Closed,Sports,Berryessa Community Center,20,2013-09-21T00:00:00,2013-11-16T00:00:00,09:35:00,10:10:00,4,5,Sa,4.6669999999999998152588887023739516735076904296875,8,102
212.2.0808,"Soccer, Skillz & Scrimmages",Fall 2013,Closed,Sports,Berryessa Community Center,15,2013-09-28T00:00:00,2013-11-23T00:00:00,11:55:00,12:40:00,7,10,Sa,6,8,114
212.2.0804,"Soccer, Tot",Fall 2013,Closed,Sports,Berryessa Community Center,19,2013-09-21T00:00:00,2013-11-16T00:00:00,09:00:00,09:30:00,3,4,Sa,4,8,102
212.2.0801,"Soccer, Tot/Pre-Soccer",Fall 2013,Closed,Sports,Berryessa Community Center,16,2013-09-10T00:00:00,2013-10-15T00:00:00,17:15:00,17:50:00,3,5,Tu,3.5,6,79
212.2.0811,Tennis - Mini,Fall 2013,Closed,Sports,Berryessa Community Center,10,2013-09-14T00:00:00,2013-10-26T00:00:00,14:00:00,14:45:00,4,6,Sa,5.25,7,117
212.2.0813,Tennis - Ralleyball 1,Fall 2013,Closed,Sports,Berryessa Community Center,7,2013-09-14T00:00:00,2013-10-26T00:00:00,15:00:00,15:55:00,7,10,Sa,6.4169999999999998152588887023739516735076904296875,7,117
212.2.0810,Tennis -Intermediate,Fall 2013,Cancelled,Sports,Berryessa Community Center,0,2013-09-14T00:00:00,2013-10-26T00:00:00,13:00:00,13:55:00,16,0,Sa,0,0,128
382.2.0240,Cheer Divas,Fall 2013,Cancelled,Sports,Camden Community Center,0,2013-09-09T00:00:00,2013-11-04T00:00:00,18:00:00,18:55:00,5,12,M,0,0,97
382.2.0254,Cheer Divas,Fall 2013,Closed,Sports,Camden Community Center,6,2013-11-18T00:00:00,2013-12-16T00:00:00,18:00:00,18:55:00,5,12,M,4.5830000000000001847411112976260483264923095703125,5,59
382.2.0894,First Touch Futsal,Fall 2013,Closed,Sports,Camden Community Center,11,2013-11-13T00:00:00,2014-01-08T00:00:00,15:35:00,16:10:00,3,5,W,3.5,6,93
